Year,Country,Avg_Temperature_degC,CO2_Emissions_tons_per_capita,Sea_Level_Rise_mm,Rainfall_mm,Population,Renewable_Energy_pct,Extreme_Weather_Events,Forest_Area_pct,Total C02 Emissions (tons),Abv_Avg_Events,Climate,Population Size
2015,USA,19.942857142857143,8.785714285714286,4.8,2382,512316859.71428573,23.942857142857143,13,41.357142857142854,3532831051.157143,1,Temperate,Medium
2016,'South Africa',19.14,7.42,4.3,2771,741285708.2,25.04,13,47.56,6136904434.379999,1,Temperate,Medium
2016,Argentina,14.2,12.399999999999999,5.0,1819,874105140.0,25.5,3,48.05,12898274119.5,0,Temperate,Medium
2016,Australia,21.4,13.475,4.7,1919,687765937.5,26.5,14,35.0,8251739307.875,1,Temperate,Medium
2016,Brazil,24.660000000000004,9.24,4.9,1933,648286561.4,32.66,12,38.779999999999994,7223033619.539999,1,Temperate,Medium
2016,Canada,25.05,7.1,3.7,2972,492501773.75,34.0,3,38.425,3839206572.425,0,Warm,Medium
2016,China,19.825,4.675,3.5,2669,826703127.0,35.9,12,34.95,4205929721.0,1,Temperate,Medium
2016,France,32.6,18.1,4.0,1545,333230308.0,49.5,10,64.8,6031468574.8,0,Warm,Small
2016,Germany,24.1,5.85,4.1,2373,889274114.0,26.7,9,47.5,4896276399.6,0,Temperate,Medium
2016,India,17.275,11.700000000000001,4.1,2436,779693628.25,24.025,13,36.225,9710635177.5,1,Temperate,Medium
2016,Indonesia,19.95,7.975,3.3,2981,473988512.0,16.1,13,35.85,4643410529.775,1,Temperate,Medium
2016,Japan,17.975,17.325,4.8,2524,591327823.25,22.625,14,36.55,9173186316.3,1,Temperate,Medium
2016,Mexico,14.399999999999999,17.35,3.9,1165,1103205715.5,34.45,2,50.599999999999994,18948231362.35,0,Temperate,Large
2016,Russia,22.066666666666666,7.099999999999999,2.8,1403,973168626.0,33.166666666666664,14,38.166666666666664,7326129809.599999,1,Temperate,Medium
2016,UK,22.925,14.95,3.9,2311,1114005604.25,31.775000000000002,10,42.0,17063911128.075,0,Temperate,Large
2016,USA,26.133333333333336,9.200000000000001,4.6,2670,860716648.6666666,25.76666666666667,13,37.13333333333333,7777431652.333333,1,Warm,Medium
2017,'South Africa',21.6,8.450000000000001,3.0,2857,1132794639.5,27.8,5,35.5,11070459789.95,0,Temperate,Large
2017,Australia,26.35,5.15,2.2,1577,751876856.5,10.05,5,37.65,5077690822.6,0,Warm,Medium
2017,Brazil,13.299999999999999,10.133333333333333,4.8,2795,741458331.3333334,23.900000000000002,10,46.300000000000004,5026524427.8,0,Temperate,Medium
2017,Canada,15.5,7.199999999999999,3.5,2458,1267688411.5,30.35,9,60.7,8520777068.65,0,Temperate,Large
2017,China,21.475,9.875,4.4,2868,382156746.25,34.75,13,47.2,4373337706.675,1,Temperate,Medium
2017,France,21.65,4.0,2.9,2684,811481286.5,33.2,3,43.75,4839097389.1,0,Temperate,Medium
2017,Germany,19.35,18.2,3.7,2479,852728211.0,33.35,13,42.699999999999996,15420983403.0,1,Temperate,Medium
2017,India,16.366666666666667,5.3999999999999995,3.6,2677,952925299.3333334,39.766666666666666,12,28.833333333333332,4957660675.599999,1,Temperate,Medium
2017,Japan,19.240000000000002,8.1,4.6,2833,1039657229.4,30.2,12,34.839999999999996,8115965679.839999,1,Temperate,Medium
2017,Mexico,23.175,6.3500000000000005,3.4,2831,1107638387.0,40.475,10,45.975,6993877752.55,0,Temperate,Large
2017,Russia,22.15,7.25,3.6,2060,932986867.0,25.25,10,12.65,7264103246.3,0,Temperate,Medium
2017,UK,6.3,11.0,4.8,886,1193832295.0,23.8,13,35.0,13132155245.0,1,Cold,Large
2018,'South Africa',33.9,6.0,4.5,827,83947380.0,17.7,1,56.6,503684280.0,0,Warm,Small
2018,Argentina,28.96666666666667,14.333333333333334,4.8,2672,531545300.6666667,39.86666666666667,8,43.03333333333333,8143779982.833333,0,Warm,Medium
2018,Australia,18.675,11.7,4.3,1801,1072034224.25,18.6,6,30.725,12391023360.125,0,Temperate,Medium
2018,Brazil,16.3,6.88,4.1,2832,564449890.6,29.0,8,37.1,2665505982.6400003,0,Temperate,Medium
2018,Canada,31.9,7.8,1.9,1531,484242306.0,37.05,10,38.8,2530871293.8,0,Warm,Medium
2018,China,22.28333333333333,9.466666666666667,4.0,2734,534934720.5,27.46666666666667,14,48.23333333333333,5448118027.183333,1,Temperate,Medium
2018,France,22.266666666666666,7.133333333333333,4.6,2620,1028797717.3333334,18.0,11,42.0,7006065566.666667,1,Temperate,Medium
2018,Germany,21.75,10.075,3.5,2342,963730135.75,19.575,9,38.2,10696800233.275002,0,Temperate,Medium
2018,India,29.5,12.533333333333333,4.8,2874,339552402.6666667,30.7,12,31.433333333333334,3428855146.866667,1,Warm,Small
2018,Indonesia,29.1,16.7,1.9,1382,1160732321.0,43.3,10,52.7,19384229760.7,0,Warm,Large
2018,Japan,24.32,11.82,3.6,2995,704014141.8,28.939999999999998,14,51.42,8404627792.62,1,Temperate,Medium
2018,Mexico,21.85,9.25,2.8,2817,330683632.0,21.15,11,33.8,2789717547.8500004,1,Temperate,Small
2018,Russia,19.9,3.3,4.1,1437,1043926792.0,36.95,11,40.5,3321713475.2,1,Temperate,Medium
2018,UK,24.9,15.875,4.1,1709,449763737.5,27.875,12,41.875,6269064480.275,1,Temperate,Medium
2018,USA,18.9,14.1,2.7,1472,922097331.0,9.0,6,48.0,13001572367.1,0,Temperate,Medium
2019,'South Africa',26.8,2.8,1.3,1965,689862289.0,21.7,8,63.7,1931614409.2,0,Warm,Medium
2019,Argentina,19.033333333333335,6.266666666666667,4.7,2949,866661274.6666666,31.599999999999998,10,54.73333333333333,5808683734.266667,0,Temperate,Medium
2019,Australia,19.96,7.359999999999999,4.3,2569,324317574.6,33.12,14,42.18,2684385895.7200003,1,Temperate,Small
2019,Brazil,21.0,19.8,1.5,1519,341217904.0,34.7,5,63.4,6756114499.2,0,Temperate,Small
2019,Canada,25.65,5.25,4.9,2618,1181977638.0,5.65,12,52.2,5299248004.5,1,Warm,Large
2019,China,20.85,14.649999999999999,3.5,2298,372220037.5,21.15,1,52.95,5866054561.999999,0,Temperate,Medium
2019,France,23.53333333333333,15.033333333333333,4.4,2720,582489910.6666666,26.933333333333334,14,48.96666666666667,7753853801.3,1,Temperate,Medium
2019,Germany,8.3,4.5,4.3,2101,567106041.0,41.3,8,29.2,2551977184.5,0,Cold,Medium
2019,India,20.380000000000003,7.68,4.5,2273,928364153.8,19.080000000000002,13,39.84,6198373856.780001,1,Temperate,Medium
2019,Indonesia,12.966666666666667,11.466666666666667,3.0,2653,665927997.3333334,27.5,13,46.73333333333333,8548437606.166668,1,Temperate,Medium
2019,Japan,18.4,9.4,4.2,2053,803220177.5,28.35,14,51.1,7823416297.25,1,Temperate,Medium
2019,Mexico,21.566666666666666,4.533333333333334,4.7,2794,1023693616.3333334,31.433333333333334,11,50.833333333333336,4906111532.933333,1,Temperate,Medium
2019,Russia,12.35,12.95,4.7,2890,562568175.0,31.650000000000002,9,39.1,9457508127.5,0,Temperate,Medium
2019,UK,20.025,17.15,4.4,2402,862072044.75,16.6,13,46.45,15055058686.025002,1,Temperate,Medium
2019,USA,30.8,8.4,4.9,2407,704274155.3333334,26.333333333333332,14,28.066666666666666,5928624668.2,1,Warm,Medium
2020,'South Africa',18.36,10.540000000000001,4.9,2548,542073742.8,24.740000000000002,7,45.6,5979638628.339999,0,Temperate,Medium
2020,Argentina,9.566666666666666,11.233333333333334,4.7,2281,751301180.6666666,31.900000000000002,8,51.199999999999996,6952170136.066667,0,Cold,Medium
2020,Australia,20.35,9.350000000000001,4.8,1852,859997201.0,21.55,8,39.375,6218468298.700001,0,Temperate,Medium
2020,Brazil,23.36,9.7,4.1,2556,1144944834.4,36.92,10,43.480000000000004,10435854415.8,0,Temperate,Large
2020,Canada,33.3,19.4,4.1,2011,117312606.0,36.2,12,15.7,2275864556.4,1,Warm,Small
2020,China,19.22,11.66,4.1,2881,815944910.8,30.78,12,45.4,9357968611.64,1,Temperate,Medium
2020,France,5.1,8.5,4.3,1315,943264951.0,50.0,7,41.3,8017752083.5,0,Cold,Medium
2020,India,9.6,5.7,1.2,795,988849880.0,11.1,8,44.9,5636444316.0,0,Cold,Medium
2020,Indonesia,25.933333333333334,11.6,4.8,2812,485781032.6666667,11.866666666666667,4,26.900000000000002,4952717294.733334,0,Warm,Medium
2020,Japan,19.25,12.4,4.4,1481,566426426.5,39.2,11,25.4,6538518156.950001,1,Temperate,Medium
2020,Mexico,20.2,15.4,2.2,1478,30190953.0,14.3,12,47.9,464940676.2,1,Temperate,Small
2020,Russia,22.114285714285717,6.7,5.0,2407,570778022.4285715,29.042857142857144,12,32.15714285714286,3593926859.214286,1,Temperate,Medium
2020,UK,7.8,12.1,4.9,1541,31063151.0,47.0,11,16.1,375864127.1,1,Cold,Small
2020,USA,14.25,10.6,4.9,2673,777056032.0,21.425,12,53.5,6702772071.5,1,Temperate,Medium
2021,'South Africa',14.066666666666665,7.133333333333333,3.7,2997,754645927.3333334,20.5,10,39.9,4157345506.2000003,0,Temperate,Medium
2021,Argentina,15.933333333333332,9.866666666666667,4.7,2612,429658307.6666667,31.733333333333334,4,25.900000000000002,2622412717.933333,0,Temperate,Medium
2021,Australia,24.9,4.9,4.1,2911,281959311.0,45.8,1,68.3,1381600623.9,0,Temperate,Small
2021,Brazil,27.5,14.6,3.2,2320,552258722.0,14.8,9,59.3,8062977341.2,0,Warm,Medium
2021,Canada,19.200000000000003,13.65,2.0,1949,807954646.0,12.149999999999999,14,11.95,12569950312.35,1,Temperate,Medium
2021,China,20.8,12.566666666666668,4.3,2177,316817780.0,34.13333333333333,13,40.53333333333334,3882250517.9,1,Temperate,Small
2021,France,13.5,10.64,4.8,2644,884897856.0,30.5,11,25.1,9824500009.9,1,Temperate,Medium
2021,Germany,20.049999999999997,11.75,3.9,1731,975487671.0,43.3,7,49.599999999999994,11897701837.2,0,Temperate,Medium
2021,India,17.479999999999997,13.080000000000002,3.1,2910,628542335.6,23.759999999999998,10,51.660000000000004,10019797747.0,0,Temperate,Medium
2021,Indonesia,22.166666666666668,12.033333333333333,4.9,2718,858131546.6666666,25.916666666666668,13,38.31666666666667,10427538046.366667,1,Temperate,Medium
2021,Japan,20.325,7.525,4.3,1712,472206586.25,29.474999999999998,12,34.7,3458376589.9,1,Temperate,Medium
2021,Mexico,32.375,9.125,4.6,2251,746728030.25,25.225,14,38.5,6789798347.925,1,Warm,Medium
2021,Russia,25.5,18.5,4.9,942,1252394217.0,17.9,12,60.2,23169293014.5,1,Warm,Large
2021,UK,15.775,15.75,5.0,2960,631498987.75,29.05,14,59.025,9397433520.325,1,Temperate,Medium
2021,USA,26.45,16.05,3.4,2157,1094679998.0,23.7,7,13.55,17776425124.65,0,Warm,Large
2022,'South Africa',22.424999999999997,12.6,3.8,2779,783238563.75,34.975,14,22.65,10171513123.25,1,Temperate,Medium
2022,Argentina,17.45,9.799999999999999,4.6,1954,821009718.0,19.75,13,27.6,5537860352.499999,1,Temperate,Medium
2022,Australia,18.333333333333332,11.833333333333334,4.4,2548,663524844.0,19.0,13,44.666666666666664,7602402859.5,1,Temperate,Medium
2022,Brazil,18.4,9.5,4.6,1691,302427829.0,30.3,12,36.2,2873064375.5,1,Temperate,Small
2022,Canada,28.7,5.9,2.0,2726,599372628.0,15.9,8,46.0,3536298505.2000003,0,Warm,Medium
2022,China,23.099999999999998,13.266666666666666,4.4,2255,664439282.0,27.7,13,48.5,7471559940.8,1,Temperate,Medium
2022,France,16.15,12.799999999999999,4.4,2412,410684275.5,25.05,9,38.900000000000006,7035305870.499999,0,Temperate,Medium
2022,Germany,19.5,12.360000000000001,3.3,2238,694626882.4,32.6,10,34.04,9434169703.56,0,Temperate,Medium
2022,India,16.633333333333333,12.5,4.1,2010,1020175443.0,28.73333333333333,8,39.76666666666667,12262139705.1,0,Temperate,Medium
2022,Indonesia,15.9,11.5,3.3,980,838390349.0,47.7,3,50.5,9641489013.5,0,Temperate,Medium
2022,Japan,17.580000000000002,10.879999999999999,5.0,2766,803541832.6,28.04,11,38.2,8254847010.320002,1,Temperate,Medium
2022,Mexico,28.2,12.85,3.0,2991,976254560.5,17.05,6,25.1,11010070230.7,0,Warm,Medium
2022,Russia,12.700000000000001,16.466666666666665,3.3,2874,771049628.3333334,19.466666666666665,12,39.4,12852608816.466667,1,Temperate,Medium
2022,UK,19.400000000000002,16.466666666666665,3.3,1966,853986708.6666666,31.433333333333337,13,30.400000000000002,15184445143.800001,1,Temperate,Medium
2022,USA,17.285714285714285,11.242857142857144,4.9,2800,727402663.2857143,23.2,13,39.74285714285714,7782625458.442857,1,Temperate,Medium
2023,'South Africa',19.6,15.0,3.9,1646,947624529.5,38.75,14,32.0,14105141081.25,1,Temperate,Medium
2023,Argentina,20.633333333333333,12.283333333333333,4.9,2930,511798904.8333333,35.916666666666664,14,39.800000000000004,6259533810.783334,1,Temperate,Medium
2023,Australia,11.5,9.2,2.3,1910,1010451727.0,15.5,5,24.4,9296155888.4,0,Temperate,Medium
2023,Brazil,19.35,13.1,4.3,2661,399203792.5,29.6,14,40.4,4919877287.3,1,Temperate,Medium
2023,Canada,20.7,7.900000000000001,5.0,1148,987307952.0,17.133333333333333,12,36.699999999999996,7523801468.0,1,Temperate,Medium
2023,China,21.099999999999998,9.333333333333334,3.8,2520,747871011.3333334,23.73333333333333,13,58.26666666666667,5856737090.866666,1,Temperate,Medium
2023,France,19.75,11.625,4.9,926,758348216.25,34.8,13,29.7,9953904575.099998,1,Temperate,Medium
2023,Germany,21.3,10.9,3.0,2976,703946815.6666666,17.900000000000002,6,47.4,6609580870.400001,0,Temperate,Medium
2023,India,26.9,17.65,2.0,2444,536937978.5,32.55,9,37.900000000000006,9485505846.85,0,Warm,Medium
2023,Indonesia,28.15,12.9,3.8,2736,1098206293.5,17.75,12,20.1,13331929960.35,1,Warm,Large
2023,Japan,24.799999999999997,4.800000000000001,3.2,2135,1064391177.5,18.95,11,51.650000000000006,5078704600.450001,1,Temperate,Medium
2023,Mexico,20.0,9.75,3.7,2963,873525850.0,18.15,3,24.450000000000003,8525034915.549999,0,Temperate,Medium
2023,Russia,30.9,11.4,3.3,979,1012843726.0,27.6,13,60.2,11546418476.4,1,Warm,Medium
2023,UK,30.3,14.3,4.2,2472,923350357.5,24.700000000000003,10,53.349999999999994,13696930039.65,0,Warm,Medium
2023,USA,16.257142857142856,11.242857142857144,4.4,2456,762887666.8571428,26.928571428571427,14,38.41428571428571,9529642090.22857,1,Temperate,Medium
